Rating(/10),Review Title ,Review ,Helpful Upvotes,Helpful Downvotes,Username,Date,Contains Spoiler
10,Best Movie Ever!,,2,2,petewentz_roxmysox,"Jul 16, 2006",Spoiler
9,Superman HAS Returned,"Why is it these days, when films like this hit the horizon of release that we feel a little concerned? So many let downs with Hollywood chucking loads of remakes that just embarrass themselves more. Then you get the sequels or maybe horror films with CGI's which just DON'T work.However, this film does and it does it in style.I don't think it is as good as Superman 2 but it's good. Great effects for a start that look and sound great. The acting roles all fill in well and what a difficult task to wear the cape of the late Christopher Reeve. Kevin Spacey I thought was superb. His evil nature that lay dormant under a disturbingly intelligent and crazy individual, he played the part with brilliance.Don't think there's much more to say and there can't be when there are only minor flaws such as a few holes in the storyline but it doesn't matter.One thing I did notice and that was a couple of young kids with those smiles on their faces after the show. Took me back to when I first saw Superman as child with my family. Come to think of it, I also saw a few elderly people there as well and that was interesting as you don't get many going to the cinema in my area. It's a great atmosphere so my suggestion is go to the cinema and watch it. Superman MUST be watched at the cinema.The best thing out of all this is...Superman has returned",0,2,mafster,"Jul 16, 2006",
10,Great,The film is well planned out a great story line and just basically an excellent film really cool when i first watched it i was on the edge of my seat and what a way to start saving Louise from dying they couldn't of picked a better actor truly the BEST film that i have ever seen what else can i say but you got to have them do another one you cant leave it on edge with Clark's kid. And the Crystal's what got dropped they are Superman's father's you cannot leave it on a cliff hanger like this the director is probably one of the best Clark should be in the sequel Louise should stay with her man and Clark's kid should no his heritage super man should teach him how to do all the stuff he had to learn how many years it took him but it will be easier for the kid because he has got his daddy superman at his side.Lex Luther should be back Kevin spacey he has played the best one so far and the effect's are amazing where Clark lift's the big island and throws it into space.well and truly the best film ever,8,6,anthony-quinn,"Jul 17, 2006",
7,"oh dear,oh dear, what a waste of a good idea.","no spoilers here, except the obvious one that this movie was extremely disappointing. i personally love the first two superman films and i have great respect for Mr singer, who in my opinion has never made a bad film. and to tell the truth he has not made a bad film here. its just so underwhelming. i mean superman is supposed to be super right? all i wanted was to see something new that i had not seen before i did not and i'm really sad to say i don't think any of you will either. file superman returns under ""waste of some good ideas"" although credit must be given for the central performances and i must admit the film is beautifully made, but sad to say its not the sum of its parts it just does not work as a piece of entertainment.",0,1,miksneyd,"Jul 17, 2006",
9,Just....  really bloody good.,"Ever so slight spoiler alert.I wonder who stopped Jon Peters from messing this film up. Ever since hearing about him gaining the rights to Superman i have been ""bricking it"". Whoever managed to stop him making his crazy changes to the Superman lore, should be knighted. Brandon Routh was spot on, Kevins Spacey was also spot on. The Twist was completely unexpected and Kate Bosworth was a very good Lois Lane, less spunky and head strong than other renditions of the character, but then again she is a mother.The only fault i can think of is that you never hear any mention of other characters out of the JLA or whatever, i know Rights are a problem, but its a major part of Supermans existence. Over all, I thought it was the best Comic book movie ever... i think.",2,1,Radagarst,"Jul 17, 2006",
4,It had so much Promise,,0,1,kaob82,"Jul 17, 2006",Spoiler
9,Superman Returns Strongly,"The latest Superman reincarnation picks up the plot strings left from the Christopher Reeve films and even includes a couple of actors from the old Superman TV series of the 50's. Noel Neil, the original Lois, plays a dying woman in the beginning of the film, and Jack Larsen, the original Jimmy, plays a bartender and has an interesting dialog with the current Jimmy. Of course, for such an expensive film, the special effects are awesome but the plot more than keeps up with the FX so that you get the feeling of watching a real story unfold rather than a collection of computer geek extravaganzas. Brandon Roush, where do they come up with these unknowns?, is good in the role and is reminiscent of a Reeve, especially when he plays bumbling Clark Kent. Kevin Spacey probably plays the best Lex Luthor in Superman history, eclipsing Gene Hackman from the Reeve movies. Kate Bosworth has been updated from clinging female to modern woman but keeps the movie moving along nicely. All in all, an ideal film for a hot summer day when you want to escape the heat with a perfect popcorn movie. I give this one 4 out of 4 stars.",1,1,Movienator,"Jul 17, 2006",
8,Superman Returns at last,"It's been a while and I never thought I would ever see another Superman film, but I am so relieved that Brian Singer made this.Being a huge Superman fan, I had high expectations going into this and wasn't disappointed. Every time I heard the iconic Superman fanfare my face lit up and I was taken back to the original 1978 classic.I am so grateful to Brian for making such a beautiful and spectacular film, his Superman was much more dynamic and the action pieces were so much more fluid. There were throwbacks to the original movies of course, some references were made to previous movies for the sake of consistency.Verbal Kint's Lex Luthor is just the right amount of evil for Supermans nemesis, Kevin Spacey gave Lex a sense of weight and danger to the plot.I'm now off to see it again.",2,3,gary_brennan,"Jul 17, 2006",
8,a down to earth superman ( pun intended ),,1,1,vijai-anto,"Jul 17, 2006",Spoiler
7,Sets the foundation for sequels...,"I just saw Superman Returns today, curious how Brandon would compare to Christopher Reeve.Being a new actor, I think he did a good job. He has an intense yet somewhat caring stare which is what Christopher Reeve had.The opening sequence with the plane and shuttle was amazing. I think to liven this up it needed more jaw dropping sequences such as that. However upon more thought I realised that this is called ""Superman Returns"" for a reason.This movie is to set the foundation for the upcoming sequels. He disappeared for five years and everyone has learned to cope without him. This whole movie is mainly about him repairing his relationships and re-establishing himself into human society. The whole Lex thing is more of a side story which I didn't really enjoy but Kevin Spacey does do a good job as always.The music was awesome. It brought back memories and emotions from the original.Now that Superman has returned and everyone has accepted him back, it will be exciting to see (hopefully) some action packed sequels to build on what happened in this movie.",1,1,normano,"Jul 17, 2006",
9,My Mission: To Save Superman Returns,"It seems that for some reason this movie is not getting the respect and viewership that it deserves. While a drunken Pirate (now please note I am not saying that Pirates of the Caribbean is not a good movie) smashes box office records, no one is going to see a movie about a cultural icon and a true hero, not to mention a good movie. So I have taken it upon myself to save Superman Returns, or at least try to get the point across that it is a good movie that anyone can enjoy. I am simply going to say, being a Superman fan, that I really enjoyed this movie. However I am not a homer when it comes to the things that I like. I can be critical, when being critical is required. However I don't have many things critical to say about this movie. Sure it starts a little slowly. But once it gets started it is a great ride with good acting, great special effects,and great action. Yes, Christopher Reeve was Superman, but that doesn't mean that Brandon Routh doesn't do a good job as Superman. He is just a different Superman. Just like, in my opinion, Sean Connery was the best James Bond, I still enjoy the other people that were James Bond. The rest of the cast is very good, including Kate Bosworth, who I was a bit skeptical of at first. This movie is for everyone. It actually has twists that old and new fans of the Superman can enjoy, and you really will believe that a man can fly. In this time when people need heroes, and our world and our movies seem full of villains and ""anti-heroes"" Superman Returns is a movie that shows us a true hero, regardless of if he is a fictional character or not, and we see him in a great movie.",18,18,JSM15859,"Jul 17, 2006",
6,"A worthy, if slightly unnecessary, addition to the series.","Superman is undoubtedly the most loved and well known superhero ever to grace the big screen. I have never been a great fan personally, but the return of such an iconic figure promises a higher than average quality summer blockbuster, as well as raising the bar on the recent spate of big-screen superhero appearances, which has, in my opinion, largely only produced slightly above average films (the only exceptions being Batman Begins and Spiderman 2).I remember watching the original films as a kid, and as the credits rolled at the start of Superman Returns I felt shivers down my spine as the familiar John Williams theme tune pounded out during the opening credits. Bryan Singer has been very sensible with this film, essentially changing very little in terms of formula, but taking full advantage of the recent developments in technology to create a more satisfying portrayal of kypton's favourite son. That said, you have to wonder whether the whole exercise is worth it, when so little is added to the superman story.After a five year hiatus, searching for the remains of his ancestor's civilisation, Superman returns to earth to find things have moved on a little in his absence. The people of earth have had to cope without their saviour and their anger is given a voice through Louis Lane and her Pulitzer winning article 'Why the world doesn't need Superman'. She is in denial, of course. The world needs Superman, and so does she. Despite having a fiancé and young child, her heart belongs to her ex-colleague Clark Kent's world famous alter-ego.Which leads us on to the most pressing question; does Brandon Routh compare to Superman's most famous recent portrayal by Christopher Reeve? Overall, Routh does a great job filling Reeve's shoes. He certainly looks the part, and as Superman he conveys that sense of strength and protection that lies at the heart of the character. The script, however, gives him few opportunities to stretch himself, particularly when he is disguised as Clark Kent. As Kent he comes across as a little dull, and is less successful at capturing the bumbling comedy than Christopher Reeve. Other performances are also a little lacking; Kate Bosworth offers nothing to hold the attention, and Kevin Spacey is given little chance to stretch his crazy muscle, which is a shame, because Spacey as Lex Luthor was one of the main draws of the film for me.In terms of action, effects and spectacle, the film succeeds on most levels. Seeing Superman fly is more breathtaking than ever. As he drifts through the city, pierces the clouds and leaves the earth's atmosphere, he is now more graceful and enjoyable to watch than ever. Most of the action sequences are spot on, particularly the plane crash early in the film, which ends in the sort of American grandstanding that one expects from this hero. Much of the excitement toward the end of the film hits the right buttons, although I found the final showpiece to be excessive and a little unimaginative.Despite its shortcomings, Superman Returns marks a clear return to form for the series after the massively flawed third and fourth additions to the series. The film is directed with confidence and ease by Singer, and Superman may have found a new face with Routh. In terms of a cinematic event, it doesn't really get much more exciting, as Superman once again sweeps Louis off her feet, catches some large things before they crush people, and rockets around the world (apparently faster than a speeding bullet) saving all and sundry. The film offers nothing new, but perhaps it was time to see Superman back where he belongs, dominating the summer blockbuster schedule.",0,0,duvallpj,"Jul 17, 2006",
10,"SR is Movie Perfection!  Thank you Bryan, Brandon, Kate, and WB!","SR is Movie Perfection! Thank you Bryan, Brandon, Kate, and WB! After two more viewings last weekend (including 1st time in IMAX), I've now see SR five times. I may be a little obsessed, but who can blame me? It's just that good. I've never - ever - seen another movie in theaters five times (and only once before saw one four times).I truly LOVE this film and enjoy it even more with each new viewing. It's like movie nirvana from beginning to end. Everything about this film is perfect to me: the story, the direction and feel of the film, the visuals and effects, the music, the action, the romance, and especially Brandon Routh as Clark/Superman. It's exciting, fun, engrossing, entertaining, and very satisfying.I've been a long time fan of the original Superman movies (well, not so much 3 of 4) and both the Lois & Clark and Smallville TV series. I've also loved all of the actors who've played CK/SM, especially Chris Reeve, but Brandon is absolutely perfect. His look, his voice, his acting, and just the physical presence he brings the character are simply amazing. As others have said, I think he was born for this role, and we viewers are blessed that he was chosen and that he put so much effort and heart into really being Superman.Bryan Singer's story, vision and direction resulted in a movie that will forever be close to my heart. The film is breathtakingly beautiful and deeply engrossing. It's a very moving and emotional story. I can't take my eyes off the screen and the 2.5 hour run time flies by as fast as Superman himself.Kate also did a very good job as Lois. Her whole performance was great, but she sold me with the look on her face as she hid her true feelings after she told Superman on the rooftop that she didn't need him anymore.I can't wait to buy the DVD(s), and I'm hopeful there will be an extended directors cut version with the omitted scenes of Clark's trip to Krypton and the additional scenes on the Kent farm. I'm even more hopeful that there will be several blockbuster sequels in the coming years. Thank you to everyone who was involved with making this movie a reality.",26,14,rkorte1,"Jul 17, 2006",
8,"Superman Returns - Good Film, Great Heart, but lacked something",,0,0,steven-marshall99,"Jul 17, 2006",Spoiler
10,Superman Has Returned!,,4,2,matand2215,"Jul 17, 2006",Spoiler
10,Superman Returns is a Lazy Plagiarizing Rehash,,0,2,Wesyeed,"Jul 17, 2006",Spoiler
9,A strong showing for the Man of Steel,,1,1,RyanSimmons55,"Jul 17, 2006",Spoiler
5,Superman Returned. Don't come back until you have a story!,,4,2,mellis81,"Jul 17, 2006",Spoiler
3,Good entertainment but a bit of a let down,,0,1,Phil_Hughes86,"Jul 17, 2006",Spoiler
2,A waste of a good cast,,0,1,bruin-8,"Jul 17, 2006",Spoiler
2,This Superman does not fly,"I have never been a Superman fan. Sorry, but I can not relate to him just because I was born and raised on Planet Earth and to get the Super attached is something I will never get. Yet, when Warner delivered their 1978 movie, I really enjoyed the film. So I did in 1980 with the second part, which by the way is one of those rare pictures that are better than the first one. I was 15 at that time. 26 years later, you would expect an improvement, don't you ? I mean, Christopher Reeve was not exactly the Actor of his generation, in fact, it seemed that his acting coach was a brick from the Brooklyn Bridge. Well Brandon Routh, makes Christopher Reeve look like Marlon Brando compared to him.He is plain, and boring and his acting on screen seems as fake as his eye contacts. Also Bosworth is disappointing as Lois Lane, and certainly you would expect more from Kevin Spacey but his Lex Luthor is more dull and never seems threatening or capable to inspire fear in any sense. It looks like a Hackman's Luthor decaffeinated. The main problem is that Singer tried too hard to have this superman more humanized, and yet as a Mesias (Brando's voice over: I sent you my only son to guide them etc.... )Even in some takes he resembles a cross (Sam Reimi already did that with Spidey in part II with much better results). The special effects also are not astounding at all. The aerial sequence in King Kong was far better done, than any on this movie, and also any Harry Potter/Narnia /Lord of the Rings has more creative effects also. The only two aspects that are outstanding in this movie are the main Titles and the Music. Taken directly from the 78 movie, they are the only reason why I gave this flop its two stars.",0,1,pacmanmty,"Jul 17, 2006",
10,"Emotional trip, forget the rest the best is back",,0,1,scoobdoobydoo,"Jul 17, 2006",Spoiler
,For those of us who miss Reeve and Kidder,,0,0,harry_tk_yung,"Jul 17, 2006",Spoiler
10,Superman Returns is Phenomenal!,"Go out and see this movie it is Phenomenal, it is very reminiscent of the old Christopher Reeve movies. This film will make you laugh and cry, it is a very enjoyable experience.Bryan Singer did a really excellent job with this film, it was both a fitting tribute to both Christopher Reeve and Marlon Brando.This film was dedicated to the Memory of Christopher and Dana Reeve. It was not dedicated to Marlon Brando, however using the old footage was a small dedication in itself.This film plays off as a sequel to Superman: The Movie and Superman II, however it doesn't clearly ignore the other two sequels. Bryan Singer was absolutely correct with his comment ""If Smallville is superman for you this movie will work, if the Christopher Reeve movies are Superman for you this movie will still work"". I tend to think this movie leans more towards the Christopher Reeve movies than Smallville, however there were small moments that did make you think of Smallville a little bit.Kevin Spacey gives a very good performance as Lex Luthor, he was definitely more evil than Gene Hackman, however at times Spacey proved like Routh to be reminiscent of his Predecessor. Overall see this movie you will not be disappointed, go out and rent or buy the DVD!I had to update this commentary by saying that there are far too many arrogant people on IMDb giving this movie negative reviews that are entirely uncalled for. The Message boards for this film are purely a disgrace and I would not waste my time responding to the smut that has been placed there. The negative comments I have been reading about this film are all biased and are apparently being placed by people who are quite narrow-minded and can't seem to see or understand the big picture of it all. Watch Superman II: The Donner Cut, you'll understand what Singer was trying to do with this film a little better.",7,8,Swampthing316,"Jul 17, 2006",
7,Super Smooth Skin,,0,0,moutonbear25,"Jul 17, 2006",Spoiler
10,Superman Returns is the best movie of 2006,"Yep! SR is the best movie of this year. Forget Spiderman, Batman and others..SUPERMAN IS BACK. When i was a kid, i thought Superman actually did existed. Now i am a doctor and SR made me believe once again that Superman actually exists. Bryan singer's movie is so cool. Yeah he have made Superman bit emotional but who cares. He is still the biggest Superhero of all.Special effects are so real and great that the plane crash scene made everyone actually scared of flying again. Gosh we need a Superman to save us.The relationship between Clark and Louis is developed very sweetly. Luthor is nasty and i loved it. I don't want to say much, just in nutshell..SR have the stuff which classic movies are made of.",1,2,Ramakandra,"Jul 17, 2006",
5,Not as super as I expected,"I was surprisingly disappointed in this film. Kevin spacey was great (wow, there's a shock - not. I actually liked him in K-Pax!!) I thought the actor playing Clark Kent/Superman was good, but I thought Bosworth was a very weak link in the ""Lois' legacy. Lois is a spitfire -always ready to move, take an action, be involved. But I thought Bosworth's presentation was too reserved, too 'careful.' Rather than being pro-actively involved, I felt like Bosworth's ""Lois"" was dragging her feet, waiting to react - and then react very, very slowly, kind of like the way a person will run on slick ice. There might be motion, but the motion doesn't actually move the person forward gracefully or effectively. I also thought that the storyline was...pointless. Lex Luthor is being a pain - that's not new. Lex is out for revenge - that's not new. What, in my opinion, SHOULD have been the focus was the conflict between Lois and Superman - but there didn't seem to be any at all. Rather than dealing with their feelings, they seemed to gloss over them. ""Oh, my heart was broken, now your back, let's have a chai latte!"" There is no back story as to either why Superman left, what he did while he was gone, or how he felt about his discoveries (they summed up the entire adventure in about 2 sentences), or how he felt about his return. And because the discord wasn't there, neither was there an effective resolution, in my opinion. Visually, the film was as beautifully done as any I've ever seen, but the pace was pokey and overly drawn-out. The actions sequences were REAL heart-thumpers, but they were not in any way the focus of the movie, and only provided momentary breaks in the tedium. Superman, you may have returned, but frankly, I'm sticking with Smallville.",4,5,acts2120,"Jul 17, 2006",
1,Superdud,"In my opinion this had to be one of the worst superhero films of all time. First, the cast selection was completely inappropriate. The feel here was like watching a brat pack movie. The entire cast was either too young, or just appeared and acted as such. Not one of the characters fit the bill as prescribed by the long history of comics and/or features preceding this flop.Superman/Clark Kent (Brandon Routh) was the worst fit of them all. Many other reviews have supported the age problem and many have stated that Routh was much too young for the role. The truth is that he is exactly the same age as was Christopher Reeve when he first appeared as the man from Krypton. However, Christopher Reeve was much more of manly figure with a more distinguished look, demeanor, and appeal. Though Routh could probably do well in a Teen-Beat magazine, he just can't escape his boyish persona and most likely will never match the Charisma of Reeve.Lois Lane (Kate Bosworth) also appeared much too young for the role in general, but also for the time frame for which this specific story is set. Her role and performance were nothing like the busy-body, always pressed for the scoop, reporter that Lois Lane has become known for.Perry White and Jimmy Olsen couldn't have been worse either. I just have to ask... What were the casting crew thinking? Or better yet, what were they smoking? Obviously they didn't do their homework on the characters of this legendary hero story and made a feeble attempt at creating the lineup.Now as for Kevin Spacey, I like the guy a lot and believe him to be a multi-talented performer. However, when I look at him in this film, I just can't see the sinister genius, Lex Luther. Maybe it was the directing, or again, just a bad fit for the part, but he just didn't cut it as Luther.The plot was terribly weak and the story itself was nothing more than shallow. Furthermore, the 2.5 hours of film time was pathetic and filled with little more than fluff. There was nothing to this film that couldn't have been shown in a substantially reduced time frame. In contrast, Saturday morning cartoons have more story and appeal than this product, and get more action across in a half hour versus the way too lengthy time period here. All in all, I believe it to be clear that this film was entirely slopped together for some quick bucks and relied purely on the premise that the public would jump at the opportunity to see Superman on the silver screen once more.The last disappointment in a long list was the Superman costume. First, you can't tell if the thing is supposed to be some type of leather, plastic, or rubber. Regardless, my opinion is that it looked ridiculous and is a failed attempt to bring Superman to the new millennium. Additionally, the effect of making the ""S"" on his chest and belt into dimensional objects was equally ridiculous. The product in whole looks more like something someone would wear to some wild sex party.Aside from some fair CGI, the entire film was a waste of their time and my money. For all those who haven't seen this film yet, rest assured that it won't take long to make it to DVD and ultimately to the cheap sales bin. Unless you just like to throw your money away, wait!11/28/06: Now the DVD is out and by it's initial price alone, proves what a dud this film was for the public. I stopped in the local Walmart to shop and passed by the display for this product. The price... a whopping $13, a value much cheaper than most films of lessor names. It's unfortunate that after almost 20 years since the last Superman film, this one did little to rekindle the story's flame.",9,8,mike-2195,"Jul 17, 2006",
1,Worst comic book movie EVER !,,1,5,ultimatemoviefan-1,"Jul 17, 2006",Spoiler
,Superman Returns goof,"When young Mr Kent returns to earth, his 'mother' is doing the washing up and listening to the radio, which, along with everything else, shakes. From memory this scene was filmed in western New South Wales, Australia - to look like rural America.I only spotted it at the last few seconds, but I am fairly sure said radio had Australian radio stations marked on the dial - such as 2BL in New South Wales and 4KQ in Queensland. These radio sets are history now. Media is not 'set in stone' as it used to be in those long-gone days.I would appreciate any other viewers of a film I thoroughly enjoyed giving me some feedback. I suspect only Australians will have picked up on this. I would appreciate a response to dick@tadaust.org.au",0,1,dick-271,"Jul 17, 2006",
3,Boring movie,"I was a bit disappointed with the movie, the actor playing Superman doesn't make me believe in the character, though Kate Bosworth is credible as Lois Lane. But i didn't really feel the chemistry between Superman and Lois, something is missing, then i would definitely choose the Spiderman movies. I also think the TV show (with Terry Hatcher) was more interesting to watch. The plot of this movie is a little boring and things are too predictable and obvious. I also have to admit that the special effects and action scenes aren't the best i've seen. There are also too many scenes in the dark which makes the movie 'heavy'. The evil Lex Luthor/Kevin Spacey is a deceiving 'bad guy' and the confrontation Luthor/Superman looks overall very fake.",2,2,barben79,"Jul 18, 2006",
8,Superman finally returns!!!!!!!!!!!!!!!!!!,,1,2,Soldier-786,"Jul 18, 2006",Spoiler
7,Brandon Routh 's the new hot Superman,,4,3,Lady_Targaryen,"Jul 18, 2006",Spoiler
9,must see,"I have not realized how much I really loved Superman when I was a kid; until I saw Superman Returns. Once I heard the theme music of Superman I was getting goose bumps. The new Hollywood cast is excellent. The film may go a little longer but it is to introduce the new generation the characters.Brandon Routh plays an excellent Clark. We all know how hard it must have been for him to receive such a role. The only bad comment that I can say is that the color contacts that Brandon was wearing look too fake, and the foundation make-up on him was too much.Kevin Spacey, no words can describe this mans role. He is unbelievable. One man for sure who can play Lex Luthor was for sure Kevin Spacey. BRAVO!!!! You are the man.My advice; go see the film, even if you thought you were not a Superman fan, trust me you will find the superhero in yourself again.",0,2,dkedit,"Jul 18, 2006",
10,Up Up and Away,"The flying is sensational. right side up or upside down, Superman is delightful and so super manly. Lex rocks. Lois is good. Jimmy Olsen is great. I love Perry White.But the new guys, Jason and Richard, See them to believe them.The story is good, but it is the special effects that make this movie. And of course, everyone in it is beautiful. I will see it again and again, and just can not wait for the next one. If it were possible I would watch it on IMAX. I forgot to mention that Katherine is the best. She is so wonderful in this movie. Also, Lex's ""boys"" are such boys. The dogs crack me up.Watch to see who gets voted off the island.",1,3,twiscktha,"Jul 18, 2006",
8,Highly entertaining comic book movie,"Superman Returns director Bryan Singer is fast becoming something of an authority of the whys and wherefores of adapting comic books for the big screen. His hugely successful stabs at the X Men franchise produced two of the genre's high points and with Superman Returns, he once again demonstrates his unique ability to transfer characters and stories from page to screen yet still be able to bend story lines to his whim without angering the salivating Internet fan-boys for whom the phrase ""artistic licence"" is tantamount to racism. Yes, his dream of crafting a Superman film is another impressive title to add to the CV and sends a clear message that X-Men 2 was no fluke.Taking place five years after Superman 2 (and completely ignoring the lacklustre third and fourth entries into the series), the film sees Superman returning (obviously) to earth after a long trip into space to seek out the remains of his home planet. Arriving back in New York and reprising his hidden identity as the journalist Clark Kent, he finds that while the world is still in as much chaos as when he first arrived, his one-time squeeze Lois Lane has moved on to a new lover (James 'Cyclops' Marsden no less) and had a son in his absence. Initially, he tries to lead a quiet life but soon, events conspire to force him to don the iconic costume and fight for truth and justice once more which is incredibly well-timed given that Lex Luthor is lurking just round the corner with yet another Armageddon-inducing scheme.And from the pulse-pounding air-rescue to the jaw-dropping finale, the film delivers on it's promise as perfect summertime entertainment. Thankfully resisting the urge to reinvent the man of steel by adding too much darkness, it succeeds precisely because it knows what it is; a sequel, not a remake. As such, it stays faithful to the tone of the original and retains its sense of charm while the benefit of a twenty year advance in the field of special effects ensures that this is still a film for the X-Box generation.One of the best decisions Singer has made of course is by re-using the incredibly-hummable John Williams soundtrack. Blasting out the cinema speakers with the full power of twenty-first century sound, it evokes the square-jawed melodrama necessary to maintain the atmosphere as we cheer on our new hero. Listening to it again twenty years since the S man last graced cinemas serves as a reminder as to how good it really was all that time ago.Not that Superman Returns is all misty-eyed nostalgia mind you as we now have a brand new hero to cheer on. The previously unknown Brandon Routh makes for an ideal successor to his forerunner Christopher Reeve, striking just the right balance between muscle-bound indestructibility and the bumbling likability of his secret identity. Occasionally he has a second or two where a rabbit-in-the-headlights expression crosses his face as if the enormity of the acting job he's taken on has just occurred, but otherwise the man is perfectly cast. Plus, just to add sugar to the cake, he even looks like Reeve...And then we have Kevin Spacey who is clearly having an absolute whale of a time playing a maniacal super-villain. Striding around in a series of increasingly ridiculous wigs and blessed with lines like ""Gods are selfish beings who fly around in little red capes and don't share their power with mankind,"" his role as Lex Luthor is another piece of inspired casting that makes you want to promote someone. Come to think of it, only Kelsey Grammar as Beast in the last X Men movie makes more sense.True, the movie isn't entirely made out of diamonds as Superman comes across as a bit too much like a stalker in one scene and Lois Lane is granted way more screen time than the character deserves, but these are small gripes in what is otherwise an excellent movie. Plus, as Luthor has very few expendable henchmen, the biggest set pieces come from battles against the elements which makes a pleasant change from the usual comic-book scraps against evil versions of the title characters. And while some may be put off by the lack of explanation for Superman's back-story, this is still a thrilling epic that barely feels like two hours, never mind the actual running time which is just shy of three. Highly recommended.",1,1,ExpendableMan,"Jul 18, 2006",
2,"SO SO SO SO.....BAD, I'm glad they did this....",,0,2,matheusrosito,"Jul 18, 2006",Spoiler
1,This movie is just as good as the clothes the emperor wore.,,96,62,bligeri,"Jul 18, 2006",Spoiler
10,This truly is one film not to be missed!!,,1,2,admin-806,"Jul 18, 2006",Spoiler
7,"Entertaining, but a mixed bag.",,1,1,grendelkhan,"Jul 18, 2006",Spoiler
10,this is no special over the top effects no plot film THIS IS THE RESURRECTION OF THE BIGGEST CLASSIC EVER,"I've NEVER WRITTEN A REVIEW BEFORE SO I'LL KEEP THIS SHORT, this is the best super hero film ever, i would go as far as to describe it as cinematic poetry, i have to stress to all, if you think your gonna go see something like spider man or or x-men you need to think again, whilst they were decent films in their own right I've been constantly disappointed by the the over the top special effect and tenuous story line, this film tells the story of superman's return, its an emotional, superbly written and cast resurrection of the superman story, there's far to much to comment on as far the film goes and i don't wanna spoil it for anyone, but i recommend it to all ""except people that like films with no story and stupid special effects"" please go see this with an open mind and be ready to enjoy one the best well thought out films for years.enjoy =o)",1,1,tankboyben,"Jul 18, 2006",
6,This movie is one of the best I have ever seen!,"This comment is my opinion of the movie, I really don't want to reveal too much about the story, so if you want to know about it...go see it. I saw the movie in Imax 3D last night and I have to tell you, that was an adventure! I really enjoyed every bit of this movie. The characters were preformed by some terrific actors and I want to give my kudos to each and every one of them. Brandon Routh is amazing as the famous Man of Steel. He had a big suit to fill and he pulls it off with a wonderful performance. There were some scenes that I could almost see Christopher Reeves in Brandon. I also offer my thanks to Brian Singer for helping this film live up to the iconic Christopher Reeves films. I grew up with Superman because my parents had always enjoyed the movies. When I heard that they were making a new movie, I was a little worried that it would ruin Superman. From the moment I saw the first trailer I could tell that this movie was going to be good. Seriously, if you haven't seen this movie, go see it!",2,2,my_phantoms_christine,"Jul 18, 2006",
10,Richard Donner said he loved this movie,,4,2,USAF_F15C,"Jul 18, 2006",Spoiler
6,some people just don't get what superman is about,,1,2,chrisoutram,"Jul 18, 2006",Spoiler
7,"No ""Batman Begins"", but still quite good","Well, it certainly wasn't quite the amazing level that ""Batman Begins"" was last summer. But for all that, it still goes a long, long way toward resurrecting a previously comatose DC Comics franchise.There were some quibbles to be had with the film, to be sure - in fact, some quibbles that many had with BB last summer. For one, there are many things that you would think Superman would know better than to do that he goes ahead and does anyway. Now, last summer's Batman did the same thing, but here's the big difference - Bruce Wayne was just then starting out as Batman, whereas Clark Kent has been Superman for quite some time at this point. Truly he should have a better grasp on certain laws of physics than he seems to.All complaints aside, though, this movie was brilliant. Brian Singer deserves a round of applause for yet another fantastic superhero feather in his cap.",0,2,NotoriousJMG,"Jul 18, 2006",
7,Vote 'Yes' for Superman,"I'm nostalgic, and a big fan of the original films, so it would simply be against my very being to give this film a rating lower than 7 out of 10. And in fact I enjoyed the film enough to genuinely warrant that score, but there were some slippery moments! Everyone else has mentioned it so I won't linger on the point, but I'm repeatedly frustrated by the casting of actors in the wrong role for their age - and Loise Lane in this instance is a perfect example. Kate Bosworth is very attractive, and looks good on screen, but the fact is that when the film was shot she was barley 23 and she looks every inch of it. I just can't buy into her as Lois Lane; she's far, far too young. This film is supposed to be 5 years after the 1st and 2nd films. Margot Kidder was 29 when they shot those films. The maths speak for themselves.Perry White was nothing like Jackie Cooper's incarnation in the '78 films. Everything about the character is different. Frank Langella's 'White' is calm, softly spoken and looks more like a CEO than a Newspaper 'Chief'. I also felt that Jimmy Olsen was miscast, he just didn't look or feel right.On the plus side, as most everyone else has stated, Brandon Routh makes a very good Superman and an even better Clark Kent. A very good choice to follow-up Christopher Reeve. Reeve was a very hard act to follow, and I think this brave casting choice really works.A good film, worth watching and if you're a fan of the Superman films then you will enjoy it. Just be prepared to be flexible with some of the casting!",0,1,AdamSommerfield1978,"Jul 19, 2006",
